石榴,水果,4.0,10.0,7.0,,斤
青皮核桃,水果,1.3,1.4,1.35,,斤
姑娘果（灯笼果）,水果,5.0,11.0,8.0,,斤
沙果,水果,2.0,2.5,2.25,,斤
鸭梨,水果,2.3,2.6,2.45,,斤
雪花梨,水果,2.2,2.5,2.35,,斤
皇冠梨,水果,2.5,3.2,2.85,,斤
皇冠梨,水果,2.0,2.3,2.15,,斤
七月红,水果,2.2,2.6,2.4,,斤
丰水梨,水果,3.6,4.2,3.9,,斤
红酥梨,水果,2.2,2.6,2.4,,斤
库尔勒香梨,水果,4.0,5.2,4.6,,斤
红啤梨,水果,3.5,4.5,4.0,,斤
贵妃梨,水果,1.8,2.2,2.0,,斤
蜜桔,水果,2.5,5.0,3.75,,斤
夏橙,水果,2.5,5.0,3.75,,斤
红心蜜柚,水果,3.5,5.0,4.25,,斤
油桃,水果,2.5,5.0,3.75,,斤
蟠桃,水果,3.0,5.0,4.0,,斤
水蜜桃,水果,4.0,10.0,7.0,,斤
黄油桃,水果,2.5,5.0,3.75,,斤
黄毛桃,水果,2.5,6.0,4.25,,斤
黄油蟠,水果,2.5,6.0,4.25,,斤
绿化久,水果,2.2,3.4,2.8,,斤
14号,水果,1.8,3.5,2.65,,斤
猕猴桃,水果,6.0,7.5,6.75,,斤
猕猴桃,水果,4.0,5.0,4.5,,斤
猕猴桃,水果,2.3,2.8,2.55,,斤
李子,水果,1.5,5.0,3.25,,斤
白杏,水果,8.0,12.0,10.0,新疆,斤
杏梅,水果,2.0,5.0,3.5,,斤
西梅,水果,16.0,17.0,16.5,新疆,斤
无籽小号-大号,水果,1.3,1.4,1.35,,斤
麒麟,水果,1.8,3.6,2.7,,斤
甜王,水果,1.2,1.5,1.35,,斤
硒砂瓜,水果,1.5,1.8,1.65,,斤
特小凤,水果,2.2,2.5,2.35,,斤
L600吊秧瓜,水果,2.8,4.0,3.4,,斤
金城5号,水果,1.2,1.5,1.35,,斤
蜜童,水果,1.4,2.2,1.8,,斤
国产香蕉,水果,2.7,3.4,3.05,,斤
南美、菲律宾香蕉,水果,3.0,3.8,3.4,,斤
泰国香蕉,水果,8.6,8.7,8.65,,斤
哈密瓜,水果,2.0,2.7,2.35,,斤
晓蜜25号,水果,2.4,2.6,2.5,,斤
玉菇,水果,2.2,2.5,2.35,,斤
网纹,水果,3.0,4.0,3.5,,斤
久红瑞,水果,2.3,2.7,2.5,,斤
羊角蜜,水果,1.6,3.5,2.55,,斤
西州蜜,水果,1.7,2.2,1.95,,斤
白糖罐,水果,1.8,2.4,2.1,,斤
花蕾甜瓜,水果,2.5,3.5,3.0,,斤
绿宝甜瓜,水果,2.5,3.5,3.0,,斤
八里香,水果,2.0,2.2,2.1,,斤
东北甜瓜,水果,1.8,2.2,2.0,,斤
博阳,水果,1.5,3.0,2.25,,斤
富士,水果,3.0,3.8,3.4,,斤
富士,水果,5.0,6.0,5.5,,斤
黄元帅,水果,3.0,4.5,3.75,,斤
秦阳,水果,4.0,5.0,4.5,,斤
嘎啦,水果,3.5,4.5,4.0,,斤
嘎啦,水果,2.0,3.5,2.75,,斤
青苹果,水果,2.0,2.8,2.4,,斤
阳光玫瑰,水果,5.0,20.0,12.5,,斤
玫瑰香,水果,3.5,6.0,4.75,,斤
克伦生,水果,7.0,9.0,8.0,,斤
郁金香,水果,5.0,7.0,6.0,,斤
美人指,水果,7.0,9.0,8.0,,斤
红提,水果,5.0,7.0,6.0,,斤
黑提,水果,4.0,7.0,5.5,,斤
青提,水果,3.5,4.5,4.0,,斤
巨峰,水果,2.6,6.0,4.3,,斤
新疆无核,水果,4.5,6.0,5.25,,斤
紫甜,水果,5.0,6.0,5.5,,斤
小台农,水果,6.0,7.0,6.5,,斤
大台农,水果,9.0,9.5,9.25,,斤
鹰嘴芒果,水果,5.5,7.0,6.25,,斤
青皮芒果,水果,5.5,6.5,6.0,,斤
象牙芒果,水果,4.5,5.5,5.0,,斤
凯特,水果,3.5,5.5,4.5,,斤
热龙,水果,6.5,7.5,7.0,,斤
澳芒,水果,6.0,8.0,7.0,,斤
红花,水果,8.0,9.0,8.5,,斤
白条猪,肉禽蛋,13.0,13.0,13.0,,斤
白条猪,肉禽蛋,11.5,11.5,11.5,,斤
前臀尖,肉禽蛋,12.0,13.0,12.5,,斤
前臀尖,肉禽蛋,11.0,12.0,11.5,,斤
后臀尖,肉禽蛋,12.0,13.0,12.5,,斤
后臀尖,肉禽蛋,11.0,12.0,11.5,,斤
五花肉,肉禽蛋,15.0,16.0,15.5,,斤
五花肉,肉禽蛋,14.0,15.0,14.5,,斤
五花头,肉禽蛋,12.0,13.0,12.5,,斤
纯通脊,肉禽蛋,15.0,16.0,15.5,,斤
通脊,肉禽蛋,12.0,13.0,12.5,,斤
小里脊,肉禽蛋,15.0,16.0,15.5,,斤
梅花肉,肉禽蛋,15.0,16.0,15.5,,斤
纯瘦肉,肉禽蛋,12.5,13.5,13.0,,斤
护心肉,肉禽蛋,17.0,17.0,17.0,,斤
前肘,肉禽蛋,11.0,12.0,11.5,,斤
后肘（带骨）,肉禽蛋,8.5,10.0,9.25,,斤
后肘（去骨）,肉禽蛋,11.0,12.0,11.5,,斤
猪尾巴,肉禽蛋,40.0,45.0,42.5,,斤
猪蹄,肉禽蛋,22.0,23.0,22.5,,斤
纯排骨,肉禽蛋,24.0,26.0,25.0,,斤
纯腔骨,肉禽蛋,8.0,10.0,9.0,,斤
腔排骨,肉禽蛋,15.0,17.0,16.0,,斤
梅花骨,肉禽蛋,11.0,12.0,11.5,,斤
棒骨,肉禽蛋,9.0,11.0,10.0,,斤
猪头,肉禽蛋,11.5,11.5,11.5,,斤
猪口条,肉禽蛋,17.5,17.5,17.5,,斤
猪耳,肉禽蛋,27.0,28.0,27.5,,斤
猪脑,肉禽蛋,25.0,28.0,26.5,,斤
猪肚,肉禽蛋,24.0,24.0,24.0,,斤
猪板油,肉禽蛋,7.0,8.0,7.5,,斤
肥膘肉,肉禽蛋,6.0,7.0,6.5,,斤
猪腰子,肉禽蛋,28.0,28.0,28.0,,斤
猪心,肉禽蛋,11.0,11.0,11.0,,斤
猪肝,肉禽蛋,7.0,7.0,7.0,,斤
猪肺,肉禽蛋,4.0,5.0,4.5,,个
猪皮,肉禽蛋,4.0,6.0,5.0,,斤
猪肠头,肉禽蛋,20.0,20.0,20.0,,斤
猪肠,肉禽蛋,19.0,19.0,19.0,,斤
整牛,肉禽蛋,32.5,32.5,32.5,,斤
牛前腱,肉禽蛋,37.0,38.0,37.5,,斤
牛后腱,肉禽蛋,37.0,38.0,37.5,,斤
牛前腿,肉禽蛋,33.5,33.5,33.5,,斤
牛后腿,肉禽蛋,34.0,34.5,34.25,,斤
牛腰窝,肉禽蛋,34.0,35.0,34.5,,斤
肥牛,肉禽蛋,30.0,35.0,32.5,,斤
牛柳,肉禽蛋,37.0,37.0,37.0,,斤
精牛柳,肉禽蛋,39.0,40.0,39.5,,斤
牛腩,肉禽蛋,34.0,34.0,34.0,,斤
牛林,肉禽蛋,34.0,34.0,34.0,,斤
牛油,肉禽蛋,5.0,5.0,5.0,,斤
牛金钱腱,肉禽蛋,50.0,50.0,50.0,,斤
牛筋头巴脑,肉禽蛋,30.0,32.0,31.0,,斤
牛宝,肉禽蛋,18.0,18.0,18.0,,斤
牛鞭,肉禽蛋,55.0,60.0,57.5,,斤
牛油,肉禽蛋,5.0,5.0,5.0,,斤
牛心,肉禽蛋,13.0,13.0,13.0,,斤
牛舌,肉禽蛋,45.0,45.0,45.0,,斤
牛骨,肉禽蛋,4.5,4.5,4.5,,斤
牛排骨,肉禽蛋,30.0,32.0,31.0,,斤
牛蹄筋,肉禽蛋,28.0,28.0,28.0,,斤
牛板筋,肉禽蛋,35.0,35.0,35.0,,斤
牛心管,肉禽蛋,55.0,55.0,55.0,,斤
牛肚,肉禽蛋,18.0,19.0,18.5,,斤
牛腰子,肉禽蛋,15.0,15.0,15.0,,斤
牛尾,肉禽蛋,30.0,32.0,31.0,,斤
牛百叶,肉禽蛋,45.0,45.0,45.0,,斤
牛上脑,肉禽蛋,33.0,34.0,33.5,,斤
整羊,肉禽蛋,26.0,26.0,26.0,,斤
去骨羊前腿,肉禽蛋,33.0,34.0,33.5,,斤
去骨羊后腿,肉禽蛋,35.0,36.0,35.5,,斤
羊腰窝,肉禽蛋,32.0,33.0,32.5,,斤
羊肉片,肉禽蛋,31.0,38.0,34.5,,斤
羊腰子,肉禽蛋,15.0,15.0,15.0,,个
羊蝎子,肉禽蛋,14.0,15.0,14.5,,斤
羊蝎子,肉禽蛋,24.0,26.0,25.0,,斤
羊排骨,肉禽蛋,25.0,26.0,25.5,,斤
羊尾巴油,肉禽蛋,7.0,8.0,7.5,,斤
羊小腿,肉禽蛋,22.0,22.0,22.0,,斤
羊腱子肉,肉禽蛋,36.0,36.0,36.0,,斤
羊蹄,肉禽蛋,16.0,16.0,16.0,,斤
羊肝,肉禽蛋,6.0,8.0,7.0,,斤
羊心,肉禽蛋,15.0,16.0,15.5,,斤
羊肠,肉禽蛋,13.0,13.0,13.0,,斤
羊肚,肉禽蛋,17.0,18.0,17.5,,斤
羊上脑,肉禽蛋,34.0,35.0,34.5,,斤
羊骨头,肉禽蛋,10.0,10.0,10.0,,斤
羊腩,肉禽蛋,25.0,26.0,25.5,,斤
羊里脊,肉禽蛋,34.0,35.0,34.5,,斤
淘汰鸡,肉禽蛋,11.5,11.5,11.5,,斤
淘汰鸡,肉禽蛋,10.5,11.0,10.75,,斤
仔鸡,肉禽蛋,8.3,8.3,8.3,,斤
肉鸡,肉禽蛋,7.5,7.5,7.5,,斤
鸡胸,肉禽蛋,7.5,7.5,7.5,,斤
鸡翅,肉禽蛋,12.0,12.0,12.0,,斤
鸡翅尖,肉禽蛋,7.5,7.5,7.5,,斤
鸡翅中,肉禽蛋,24.0,24.0,24.0,,斤
鸡翅根,肉禽蛋,9.0,9.0,9.0,,斤
鸡边腿,肉禽蛋,6.8,7.2,7.0,,斤
鸡排腿,肉禽蛋,7.8,8.2,8.0,,斤
鸡琵琶腿,肉禽蛋,8.5,8.5,8.5,,斤
鸡胗,肉禽蛋,15.0,18.0,16.5,,斤
鸡爪,肉禽蛋,23.0,23.0,23.0,,斤
鸡心,肉禽蛋,6.3,6.5,6.4,,斤
鸡肝,肉禽蛋,3.0,3.0,3.0,,斤
鸡脖子,肉禽蛋,5.0,5.0,5.0,,斤
鸡头,肉禽蛋,3.0,3.5,3.25,,斤
鸡油,肉禽蛋,5.5,5.5,5.5,,斤
鸡架子,肉禽蛋,3.5,3.5,3.5,,斤
白条乌鸡,肉禽蛋,12.0,12.0,12.0,,斤
黑爪公鸡,肉禽蛋,14.0,14.5,14.25,,斤
白条湖鸭,肉禽蛋,7.5,7.5,7.5,,斤
鸭腿,肉禽蛋,7.0,7.0,7.0,,斤
箱鸡蛋,肉禽蛋,221.0,225.0,223.0,,箱
箱鸡蛋,肉禽蛋,5.02,5.11,5.06,,斤
散鸡蛋,肉禽蛋,5.5,5.5,5.5,,斤
生鸭蛋,肉禽蛋,7.8,8.0,7.9,,斤
熟鸭蛋,肉禽蛋,8.3,9.0,8.65,,斤
松花蛋,肉禽蛋,7.0,9.0,8.0,,斤
鹅蛋,肉禽蛋,13.0,16.0,14.5,,斤
鹌鹑蛋,肉禽蛋,8.5,9.0,8.75,,斤
柴鸡蛋,肉禽蛋,5.0,8.4,6.7,,斤
乌鸡蛋,肉禽蛋,8.0,8.5,8.25,,斤
鸵鸟蛋,肉禽蛋,80.0,100.0,90.0,,个
鸽子蛋,肉禽蛋,3.3,3.3,3.3,,个
鲤鱼,水产,6.0,6.5,6.25,,斤
鲤鱼,水产,6.0,6.5,6.25,,斤
草鱼,水产,8.0,8.5,8.25,,斤
草鱼,水产,8.0,8.5,8.25,,斤
鲫鱼,水产,10.0,11.0,10.5,,斤
鲫鱼,水产,11.0,11.5,11.25,,斤
鲫鱼,水产,12.0,12.0,12.0,,斤
胖头鱼,水产,10.0,11.0,10.5,,斤
胖头鱼,水产,9.0,10.0,9.5,,斤
武昌鱼,水产,13.0,13.0,13.0,,斤
鲢鱼,水产,4.0,5.0,4.5,,斤
鲢鱼,水产,3.5,4.0,3.75,,斤
鲶鱼,水产,6.0,6.0,6.0,,斤
松花鱼,水产,13.0,13.0,13.0,,斤
黑鱼,水产,11.5,13.5,12.5,,斤
黑鱼,水产,15.0,15.0,15.0,,斤
黄鳝,水产,30.0,30.0,30.0,,斤
黄鳝,水产,43.0,45.0,44.0,,斤
罗非鱼,水产,11.0,12.0,11.5,,斤
虹鳟鱼,水产,20.0,20.0,20.0,,斤
鲟鱼,水产,15.0,15.0,15.0,,斤
青鱼,水产,12.0,13.0,12.5,,斤
桂鱼,水产,55.0,56.0,55.5,,斤
嘎鱼,水产,22.0,22.0,22.0,,斤
嘎鱼,水产,20.0,20.0,20.0,,斤
淡水鲈鱼,水产,24.0,26.0,25.0,,斤
泥鳅,水产,10.0,16.0,13.0,,斤
清江鱼,水产,13.0,14.0,13.5,,斤
鲐鲅,水产,4.0,6.0,5.0,,斤
小黄花鱼,水产,6.0,8.0,7.0,,斤
多宝鱼,水产,26.0,27.0,26.5,,斤
鳕鱼,水产,7.0,8.0,7.5,,斤
带鱼,水产,6.0,7.0,6.5,国产,斤
带鱼,水产,11.0,12.0,11.5,国产,斤
带鱼,水产,14.0,15.0,14.5,国产,斤
黄花鱼,水产,16.0,16.0,16.0,国产,斤
黄花鱼,水产,20.0,20.0,20.0,国产,斤
黄花鱼,水产,21.0,21.0,21.0,国产,斤
平鱼,水产,8.0,10.0,9.0,国产,斤
平鱼,水产,14.0,16.0,15.0,国产,斤
平鱼,水产,23.0,25.0,24.0,国产,斤
平鱼,水产,38.0,40.0,39.0,国产,斤
鱿鱼,水产,15.0,15.0,15.0,,斤
鱿鱼,水产,20.0,20.0,20.0,,斤
海鲈鱼,水产,15.0,15.0,15.0,,斤
墨鱼,水产,22.0,23.0,22.5,,斤
金鲳鱼,水产,17.0,17.0,17.0,,斤
金鲳鱼,水产,17.5,17.5,17.5,,斤
白虾,水产,17.0,18.0,17.5,,斤
白虾（笼装）,水产,29.0,31.0,30.0,,斤
白虾（笼装）,水产,27.0,29.0,28.0,,斤
琵琶虾,水产,35.0,60.0,47.5,,斤
基围虾,水产,135.0,145.0,140.0,,斤
罗氏虾,水产,40.0,45.0,42.5,,斤
波士顿青龙虾,水产,110.0,130.0,120.0,,斤
小龙虾,水产,27.0,40.0,33.5,,斤
小青龙虾,水产,160.0,165.0,162.5,,斤
公河蟹,水产,40.0,43.0,41.5,,斤
母河蟹,水产,30.0,35.0,32.5,,斤
母河蟹,水产,40.0,45.0,42.5,,斤
母梭子蟹,水产,30.0,45.0,37.5,,斤
公梭子蟹,水产,30.0,45.0,37.5,,斤
兰花蟹,水产,100.0,110.0,105.0,,斤
皇帝蟹,水产,260.0,270.0,265.0,,斤
面包蟹,水产,100.0,120.0,110.0,,斤
鲍鱼,水产,10.0,11.0,10.5,,个
鲍鱼,水产,7.0,8.0,7.5,,个
鲍鱼,水产,5.0,5.0,5.0,,个
扇贝,水产,42.0,45.0,43.5,,斤
扇贝,水产,27.0,27.0,27.0,,斤
扇贝,水产,26.0,26.0,26.0,,斤
小红扇贝,水产,7.0,9.0,8.0,,斤
钉螺,水产,9.0,11.0,10.0,,斤
海螺,水产,18.0,21.0,19.5,,斤
海螺,水产,25.0,28.0,26.5,,斤
海螺,水产,38.0,42.0,40.0,,斤
蛏子,水产,14.0,16.0,15.0,,斤
海虹,水产,7.0,7.0,7.0,,斤
带子,水产,16.0,18.0,17.0,,斤
生蚝,水产,11.0,11.0,11.0,,斤
生蚝,水产,12.0,12.0,12.0,,斤
黄蚬子,水产,24.0,30.0,27.0,,斤
文蛤,水产,12.0,12.0,12.0,,斤
白蛤,水产,8.0,8.0,8.0,,斤
青蛤,水产,13.0,14.0,13.5,,斤
花蛤,水产,6.0,7.0,6.5,,斤
花蛤,水产,8.0,9.0,8.5,,斤
毛钳,水产,7.0,8.0,7.5,,斤
田螺,水产,3.5,3.8,3.65,,斤
猫眼螺,水产,20.0,24.0,22.0,,斤
甲鱼,水产,48.0,48.0,48.0,,斤
甲鱼,水产,22.0,22.0,22.0,,斤
蚕蛹,水产,44.0,44.0,44.0,,斤
牛蛙,水产,18.0,19.0,18.5,,斤
海蜇头,水产,6.0,9.0,7.5,,斤
海蜇皮,水产,10.0,10.0,10.0,,斤
海蜇丝,水产,6.0,7.0,6.5,,斤
北豆腐,豆制品,1.8,2.0,1.9,,斤
南豆腐,豆制品,1.6,1.8,1.7,,斤
白玉北豆腐,豆制品,3.8,3.8,3.8,,盒
香香北豆腐,豆制品,3.0,3.0,3.0,,盒
白玉南豆腐,豆制品,5.4,5.4,5.4,,盒
豆腐丝,豆制品,4.2,4.4,4.3,,斤
精品豆腐丝,豆制品,5.5,6.0,5.75,,袋
豆腐皮,豆制品,4.5,4.5,4.5,,斤
豆腐干,豆制品,3.5,3.5,3.5,,斤
精品豆腐干,豆制品,4.5,5.0,4.75,,袋
豆腐泡,豆制品,4.5,4.5,4.5,,斤
精品豆腐泡,豆制品,4.0,4.0,4.0,,袋
白玉内酯豆腐,豆制品,2.0,2.0,2.0,,盒
香香内脂豆腐,豆制品,1.0,1.0,1.0,,盒
白玉豆浆,豆制品,2.0,2.5,2.25,,袋
大白菜,蔬菜,0.5,0.6,0.55,冀,斤
娃娃菜,蔬菜,0.6,0.7,0.65,冀,斤
小白菜,蔬菜,0.8,1.2,1.0,冀,斤
圆白菜,蔬菜,0.5,1.2,0.85,冀,斤
紫甘蓝,蔬菜,1.0,1.2,1.1,冀,斤
芹菜,蔬菜,1.2,1.8,1.5,冀京,斤
西芹,蔬菜,2.0,2.2,2.1,冀,斤
菠菜,蔬菜,3.0,3.5,3.25,冀蒙,斤
莴笋,蔬菜,0.8,1.2,1.0,冀蒙,斤
团生菜,蔬菜,1.0,1.5,1.25,冀,斤
散叶生菜,蔬菜,3.0,3.5,3.25,冀,斤
罗马生菜,蔬菜,3.0,3.5,3.25,冀,斤
油菜,蔬菜,2.0,2.5,2.25,冀京,斤
香菜,蔬菜,9.0,11.0,10.0,冀,斤
茴香,蔬菜,3.0,6.0,4.5,冀,斤
韭菜,蔬菜,2.0,2.5,2.25,冀,斤
苦菊,蔬菜,3.0,4.5,3.75,冀辽,斤
油麦菜,蔬菜,2.5,3.5,3.0,冀,斤
散菜花,蔬菜,0.8,1.3,1.05,冀辽,斤
绿菜花,蔬菜,1.0,1.5,1.25,冀,斤
绿豆芽,蔬菜,0.95,1.0,0.98,,斤
黄豆芽,蔬菜,0.85,0.9,0.88,,斤
番茄,蔬菜,0.6,1.1,0.85,蒙冀鲁,斤
番茄,蔬菜,0.8,1.3,1.05,冀蒙,斤
番茄,蔬菜,1.3,1.7,1.5,蒙,斤
黄瓜,蔬菜,2.5,4.2,3.35,辽蒙,斤
黄瓜,蔬菜,3.5,5.0,4.25,冀,斤
小黄瓜,蔬菜,5.0,7.0,6.0,辽鲁,斤
茄子,蔬菜,0.7,1.1,0.9,冀豫京,斤
长茄,蔬菜,0.8,2.2,1.5,冀晋辽,斤
线茄,蔬菜,1.0,2.0,1.5,冀京,斤
广茄,蔬菜,0.5,1.2,0.85,冀京,斤
冬瓜,蔬菜,0.8,0.9,0.85,冀,斤
冬瓜,蔬菜,0.4,0.6,0.5,冀,斤
毛冬瓜,蔬菜,0.6,0.8,0.7,冀豫,斤
架豆,蔬菜,2.5,3.5,3.0,冀晋,斤
豆王,蔬菜,2.5,3.5,3.0,辽甘,斤
扁豆,蔬菜,2.5,3.5,3.0,冀晋,斤
豇豆,蔬菜,3.5,5.0,4.25,冀,斤
白不老,蔬菜,3.0,3.8,3.4,辽冀晋,斤
油豆,蔬菜,3.0,4.0,3.5,辽冀,斤
毛豆,蔬菜,2.8,4.0,3.4,川云,斤
玉米,蔬菜,1.0,1.2,1.1,冀,斤
花生,蔬菜,3.5,4.2,3.85,冀粤皖,斤
苦瓜,蔬菜,1.5,2.0,1.75,冀鲁,斤
丝瓜,蔬菜,2.0,4.5,3.25,冀鲁,斤
西葫芦,蔬菜,0.6,1.3,0.95,冀蒙晋,斤
佛手瓜,蔬菜,2.5,2.6,2.55,鲁,斤
瓠子,蔬菜,1.0,1.5,1.25,京,斤
贝贝南瓜,蔬菜,1.7,1.8,1.75,蒙,斤
金丝南瓜,蔬菜,3.0,3.3,3.15,蒙,斤
板栗南瓜,蔬菜,1.6,1.8,1.7,新,斤
南北瓜,蔬菜,0.7,0.9,0.8,湘鄂浙,斤
尖椒,蔬菜,1.2,2.2,1.7,蒙冀,斤
红尖椒,蔬菜,4.5,5.0,4.75,鲁,斤
美人椒,蔬菜,5.5,8.0,6.75,鲁琼,斤
螺丝椒,蔬菜,2.5,3.5,3.0,鲁冀,斤
柿子椒,蔬菜,1.0,2.0,1.5,鲁冀辽,斤
线椒,蔬菜,2.0,4.0,3.0,鲁冀,斤
杭椒,蔬菜,1.8,2.0,1.9,鲁冀辽,斤
小米椒,蔬菜,5.0,8.0,6.5,云豫,斤
彩椒,蔬菜,4.0,5.0,4.5,鲁冀,斤
白萝卜,蔬菜,0.4,0.7,0.55,冀,斤
心里美,蔬菜,1.4,1.6,1.5,冀,斤
卞萝卜,蔬菜,0.8,0.9,0.85,冀,斤
青萝卜,蔬菜,1.0,1.5,1.25,鲁,斤
胡萝卜,蔬菜,0.6,1.0,0.8,鲁蒙冀,斤
胡萝卜,蔬菜,0.8,1.05,0.93,鲁蒙,斤
土豆,蔬菜,0.8,1.4,1.1,冀蒙陕,斤
葱头,蔬菜,1.0,1.2,1.1,甘辽,斤
葱头,蔬菜,0.8,1.1,0.95,辽蒙,斤
山药,蔬菜,4.3,5.5,4.9,冀,斤
山药,蔬菜,7.5,8.5,8.0,豫冀,斤
莲藕,蔬菜,4.0,4.5,4.25,川,斤
红薯,蔬菜,1.4,1.5,1.45,冀豫,斤
红薯,蔬菜,2.5,3.0,2.75,粤豫冀,斤
紫薯,蔬菜,2.6,3.8,3.2,,斤
茭白,蔬菜,4.5,4.9,4.7,云,斤
荸荠,蔬菜,3.3,3.5,3.4,皖,斤
芋头,蔬菜,3.5,3.8,3.65,闽,斤
姜,蔬菜,1.2,3.2,2.2,鲁,斤
大蒜,蔬菜,2.2,3.0,2.6,豫苏鲁,斤
蒜米,蔬菜,2.6,3.4,3.0,鲁,斤
大葱,蔬菜,3.3,3.8,3.55,鲁冀,斤
小葱,蔬菜,3.0,4.0,3.5,冀,斤
蒜苗,蔬菜,2.3,5.0,3.65,鲁豫,斤
蒜黄,蔬菜,6.0,7.0,6.5,冀,斤
青蒜,蔬菜,3.0,3.4,3.2,甘,斤
平菇,蔬菜,3.5,6.0,4.75,冀,斤
香菇,蔬菜,3.5,8.0,5.75,冀,斤
白玉菇,蔬菜,3.5,4.5,4.0,冀,斤
口蘑,蔬菜,6.5,7.0,6.75,冀,斤
杏鲍菇,蔬菜,2.5,2.8,2.65,苏豫津,斤
金针菇,蔬菜,3.0,4.0,3.5,辽鲁,斤
油菜,蔬菜,2.5,3.0,2.75,,斤
小白菜,蔬菜,2.5,3.0,2.75,,斤
油麦菜,蔬菜,3.5,4.5,4.0,,斤
奶白菜,蔬菜,2.0,3.0,2.5,,斤
散生菜,蔬菜,2.0,3.0,2.5,,斤
香葱,蔬菜,5.0,6.0,5.5,,斤
茼蒿,蔬菜,12.0,14.0,13.0,,斤
蒿子秆,蔬菜,4.0,5.0,4.5,,斤
水萝卜,蔬菜,2.5,3.0,2.75,,斤
樱桃萝卜,蔬菜,4.5,5.0,4.75,,斤
香芹,蔬菜,3.5,4.5,4.0,,斤
菠菜,蔬菜,5.0,5.5,5.25,,斤
苋菜,蔬菜,3.0,3.5,3.25,,斤
菊花菜,蔬菜,2.0,2.5,2.25,,斤
青蒜,蔬菜,3.0,4.0,3.5,,斤
盖菜,蔬菜,3.0,3.5,3.25,,斤
芥兰,蔬菜,2.5,3.0,2.75,,斤
菜心,蔬菜,3.0,3.5,3.25,,斤
空心菜,蔬菜,3.0,4.0,3.5,,斤
鸡毛菜,蔬菜,14.0,15.0,14.5,,斤
荆芥,蔬菜,1.5,2.0,1.75,,斤
紫苏叶,蔬菜,3.0,3.5,3.25,,斤
豌豆苗,蔬菜,4.0,4.5,4.25,,斤
快菜,蔬菜,1.5,2.0,1.75,,斤
苦菊,蔬菜,3.0,3.5,3.25,,斤
穿心莲,蔬菜,6.0,8.0,7.0,,斤
木耳菜,蔬菜,2.5,3.0,2.75,,斤
凤梨,水果,2.2,2.4,2.3,国产,斤
圣女果,水果,3.8,5.0,4.4,,斤
百香果,水果,9.0,10.0,9.5,,斤
马牙枣,水果,4.0,6.0,5.0,,斤
冬枣,水果,8.0,12.0,10.0,,斤
火龙果,水果,3.6,7.5,5.55,,斤
火龙果,水果,3.5,5.5,4.5,,斤
木瓜,水果,4.5,4.7,4.6,,斤
柠檬,水果,4.5,5.0,4.75,,斤
石榴,水果,4.0,10.0,7.0,,斤
青皮核桃,水果,1.2,1.3,1.25,,斤
姑娘果（灯笼果）,水果,5.0,12.0,8.5,,斤
沙果,水果,2.0,2.5,2.25,,斤
鸭梨,水果,2.3,2.6,2.45,,斤
雪花梨,水果,2.2,2.5,2.35,,斤
皇冠梨,水果,2.5,3.2,2.85,,斤
皇冠梨,水果,2.0,2.3,2.15,,斤
七月红,水果,2.2,2.6,2.4,,斤
丰水梨,水果,3.6,4.2,3.9,,斤
红酥梨,水果,2.2,2.6,2.4,,斤
库尔勒香梨,水果,4.0,5.2,4.6,,斤
红啤梨,水果,3.5,4.5,4.0,,斤
贵妃梨,水果,1.8,2.2,2.0,,斤
蜜桔,水果,2.5,5.0,3.75,,斤
夏橙,水果,2.5,5.0,3.75,,斤
红心蜜柚,水果,3.6,5.0,4.3,,斤
油桃,水果,2.0,5.0,3.5,,斤
蟠桃,水果,3.0,5.0,4.0,,斤
水蜜桃,水果,4.0,10.0,7.0,,斤
黄油桃,水果,2.5,5.0,3.75,,斤
黄毛桃,水果,2.5,5.0,3.75,,斤
黄油蟠,水果,2.5,6.0,4.25,,斤
绿化久,水果,2.2,3.4,2.8,,斤
红岗山,水果,2.0,3.0,2.5,,斤
14号,水果,1.8,3.5,2.65,,斤
猕猴桃,水果,6.0,7.5,6.75,,斤
猕猴桃,水果,5.0,6.0,5.5,,斤
猕猴桃,水果,2.3,2.8,2.55,,斤
李子,水果,1.5,5.0,3.25,,斤
白杏,水果,8.0,12.0,10.0,新疆,斤
杏梅,水果,2.0,5.0,3.5,,斤
西梅,水果,16.0,17.0,16.5,新疆,斤
无籽小号-大号,水果,1.3,1.4,1.35,,斤
麒麟,水果,1.8,3.6,2.7,,斤
甜王,水果,1,1.5,1.25,,斤
硒砂瓜,水果,1.4,1.6,1.5,,斤
特小凤,水果,2.2,2.4,2.3,,斤
L600吊秧瓜,水果,2.5,3.3,2.9,,斤
金城5号,水果,1.0,1.3,1.15,,斤
蜜童,水果,1.4,2.0,1.7,,斤
国产香蕉,水果,2.7,3.4,3.05,,斤
南美、菲律宾香蕉,水果,3,3.8,3.4,,斤
泰国香蕉,水果,8.6,8.7,8.65,,斤
哈密瓜,水果,2.0,2.5,2.25,,斤
晓蜜25号,水果,2.2,2.6,2.4,,斤
玉菇,水果,2.0,2.5,2.25,,斤
网纹,水果,2.5,3.0,2.75,,斤
久红瑞,水果,1.8,2.2,2.0,,斤
羊角蜜,水果,1.5,3.0,2.25,,斤
西州蜜,水果,1.6,2.0,1.8,,斤
白糖罐,水果,1.8,2.4,2.1,,斤
花蕾甜瓜,水果,2.4,3.3,2.85,,斤
绿宝甜瓜,水果,2.5,3.5,3.0,,斤
